mpg,cylinders,displacement,horsepower,weight,acceleration,year,name,horsepower_log,power_to_weight,displacement_per_cyl,acceleration_per_weight,origin_Europe,origin_Japan,origin_USA
18.5,6,250.0,110,3645,16.2,76,pontiac ventura sj,4.700480365792417,0.0301783264746227,41.666666666666664,0.0044444444444444,False,False,True
17.5,6,258.0,95,3193,17.8,76,amc pacer d/l,4.553876891600541,0.0297525837770122,43.0,0.0055746946445349,False,False,True
29.5,4,97.0,71,1825,12.2,76,volkswagen rabbit,4.2626798770413155,0.038904109589041,24.25,0.0066849315068493,True,False,False
32.0,4,85.0,70,1990,17.0,76,datsun b-210,4.248495242049359,0.0351758793969849,21.25,0.0085427135678391,False,True,False
28.0,4,97.0,75,2155,16.4,76,toyota corolla,4.31748811353631,0.0348027842227378,24.25,0.0076102088167053,False,True,False
26.5,4,140.0,72,2565,13.6,76,ford pinto,4.276666119016055,0.0280701754385964,35.0,0.0053021442495126,False,False,True
20.0,4,130.0,102,3150,15.7,76,volvo 245,4.624972813284271,0.0323809523809523,32.5,0.0049841269841269,True,False,False
13.0,8,318.0,150,3940,13.2,76,plymouth volare premier v8,5.0106352940962555,0.0380710659898477,39.75,0.0033502538071065,False,False,True
19.0,4,120.0,88,3270,21.9,76,peugeot 504,4.477336814478207,0.0269113149847094,30.0,0.006697247706422,True,False,False
19.0,6,156.0,108,2930,15.5,76,toyota mark ii,4.68213122712422,0.0368600682593856,26.0,0.0052901023890784,False,True,False
16.5,6,168.0,120,3820,16.7,76,mercedes-benz 280s,4.787491742782046,0.031413612565445,28.0,0.004371727748691,True,False,False
16.5,8,350.0,180,4380,12.1,76,cadillac seville,5.19295685089021,0.0410958904109589,43.75,0.0027625570776255,False,False,True
13.0,8,350.0,145,4055,12.0,76,chevy c10,4.976733742420574,0.0357583230579531,43.75,0.0029593094944512,False,False,True
13.0,8,302.0,130,3870,15.0,76,ford f108,4.867534450455582,0.0335917312661498,37.75,0.003875968992248,False,False,True
13.0,8,318.0,150,3755,14.0,76,dodge d100,5.0106352940962555,0.0399467376830892,39.75,0.0037283621837549,False,False,True
31.5,4,98.0,68,2045,18.5,77,honda accord cvcc,4.219507705176107,0.0332518337408312,24.5,0.0090464547677261,False,True,False
30.0,4,111.0,80,2155,14.8,77,buick opel isuzu deluxe,4.382026634673881,0.037122969837587,27.75,0.0068677494199535,False,False,True
36.0,4,79.0,58,1825,18.6,77,renault 5 gtl,4.060443010546419,0.0317808219178082,19.75,0.0101917808219178,True,False,False
25.5,4,122.0,96,2300,15.5,77,plymouth arrow gs,4.564348191467836,0.0417391304347826,30.5,0.0067391304347826,False,False,True
33.5,4,85.0,70,1945,16.8,77,datsun f-10 hatchback,4.248495242049359,0.0359897172236503,21.25,0.008637532133676,False,True,False
17.5,8,305.0,145,3880,12.5,77,chevrolet caprice classic,4.976733742420574,0.0373711340206185,38.125,0.003221649484536,False,False,True
17.0,8,260.0,110,4060,19.0,77,oldsmobile cutlass supreme,4.700480365792417,0.0270935960591133,32.5,0.004679802955665,False,False,True
15.5,8,318.0,145,4140,13.7,77,dodge monaco brougham,4.976733742420574,0.0350241545893719,39.75,0.0033091787439613,False,False,True
15.0,8,302.0,130,4295,14.9,77,mercury cougar brougham,4.867534450455582,0.0302677532013969,37.75,0.0034691501746216,False,False,True
17.5,6,250.0,110,3520,16.4,77,chevrolet concours,4.700480365792417,0.03125,41.666666666666664,0.0046590909090909,False,False,True
20.5,6,231.0,105,3425,16.9,77,buick skylark,4.653960350157523,0.0306569343065693,38.5,0.004934306569343,False,False,True
19.0,6,225.0,100,3630,17.7,77,plymouth volare custom,4.605170185988092,0.0275482093663911,37.5,0.0048760330578512,False,False,True
18.5,6,250.0,98,3525,19.0,77,ford granada,4.584967478670572,0.0278014184397163,41.666666666666664,0.0053900709219858,False,False,True
16.0,8,400.0,180,4220,11.1,77,pontiac grand prix lj,5.19295685089021,0.0426540284360189,50.0,0.0026303317535545,False,False,True
15.5,8,350.0,170,4165,11.4,77,chevrolet monte carlo landau,5.135798437050262,0.0408163265306122,43.75,0.0027370948379351,False,False,True
15.5,8,400.0,190,4325,12.2,77,chrysler cordoba,5.247024072160486,0.0439306358381502,50.0,0.0028208092485549,False,False,True
16.0,8,351.0,149,4335,14.5,77,ford thunderbird,5.003946305945459,0.0343713956170703,43.875,0.0033448673587081,False,False,True
29.0,4,97.0,78,1940,14.5,77,volkswagen rabbit custom,4.356708826689592,0.0402061855670103,24.25,0.0074742268041237,True,False,False
24.5,4,151.0,88,2740,16.0,77,pontiac sunbird coupe,4.477336814478207,0.0321167883211678,37.75,0.0058394160583941,False,False,True
26.0,4,97.0,75,2265,18.2,77,toyota corolla liftback,4.31748811353631,0.0331125827814569,24.25,0.0080353200883002,False,True,False
25.5,4,140.0,89,2755,15.8,77,ford mustang ii 2+2,4.48863636973214,0.0323049001814882,35.0,0.0057350272232304,False,False,True
30.5,4,98.0,63,2051,17.0,77,chevrolet chevette,4.143134726391533,0.030716723549488,24.5,0.008288639687957,False,False,True
33.5,4,98.0,83,2075,15.9,77,dodge colt m/m,4.418840607796598,0.04,24.5,0.0076626506024096,False,False,True
30.0,4,97.0,67,1985,16.4,77,subaru dl,4.204692619390966,0.0337531486146095,24.25,0.0082619647355163,False,True,False
30.5,4,97.0,78,2190,14.1,77,volkswagen dasher,4.356708826689592,0.0356164383561643,24.25,0.0064383561643835,True,False,False
22.0,6,146.0,97,2815,14.5,77,datsun 810,4.574710978503383,0.0344582593250444,24.333333333333332,0.0051509769094138,False,True,False
21.5,4,121.0,110,2600,12.8,77,bmw 320i,4.700480365792417,0.0423076923076923,30.25,0.0049230769230769,True,False,False
43.1,4,90.0,48,1985,21.5,78,volkswagen rabbit custom diesel,3.871201010907891,0.0241813602015113,22.5,0.0108312342569269,True,False,False
36.1,4,98.0,66,1800,14.4,78,ford fiesta,4.189654742026425,0.0366666666666666,24.5,0.008,False,False,True
32.8,4,78.0,52,1985,19.4,78,mazda glc deluxe,3.951243718581427,0.0261964735516372,19.5,0.0097732997481108,False,True,False
39.4,4,85.0,70,2070,18.6,78,datsun b210 gx,4.248495242049359,0.0338164251207729,21.25,0.0089855072463768,False,True,False
36.1,4,91.0,60,1800,16.4,78,honda civic cvcc,4.0943445622221,0.0333333333333333,22.75,0.0091111111111111,False,True,False
19.9,8,260.0,110,3365,15.5,78,oldsmobile cutlass salon brougham,4.700480365792417,0.0326894502228826,32.5,0.0046062407132243,False,False,True
19.4,8,318.0,140,3735,13.2,78,dodge diplomat,4.941642422609304,0.037483266398929,39.75,0.0035341365461847,False,False,True
20.2,8,302.0,139,3570,12.8,78,mercury monarch ghia,4.9344739331306915,0.0389355742296918,37.75,0.0035854341736694,False,False,True
19.2,6,231.0,105,3535,19.2,78,pontiac phoenix lj,4.653960350157523,0.0297029702970297,38.5,0.0054314002828854,False,False,True
20.5,6,200.0,95,3155,18.2,78,chevrolet malibu,4.553876891600541,0.0301109350237717,33.333333333333336,0.0057686212361331,False,False,True
20.2,6,200.0,85,2965,15.8,78,ford fairmont (auto),4.442651256490317,0.0286677908937605,33.333333333333336,0.0053288364249578,False,False,True
25.1,4,140.0,88,2720,15.4,78,ford fairmont (man),4.477336814478207,0.0323529411764705,35.0,0.0056617647058823,False,False,True
20.5,6,225.0,100,3430,17.2,78,plymouth volare,4.605170185988092,0.0291545189504373,37.5,0.0050145772594752,False,False,True
19.4,6,232.0,90,3210,17.2,78,amc concord,4.499809670330265,0.02803738317757,38.666666666666664,0.0053582554517133,False,False,True
20.6,6,231.0,105,3380,15.8,78,buick century special,4.653960350157523,0.0310650887573964,38.5,0.0046745562130177,False,False,True
20.8,6,200.0,85,3070,16.7,78,mercury zephyr,4.442651256490317,0.0276872964169381,33.333333333333336,0.0054397394136807,False,False,True
18.6,6,225.0,110,3620,18.7,78,dodge aspen,4.700480365792417,0.0303867403314917,37.5,0.0051657458563535,False,False,True
18.1,6,258.0,120,3410,15.1,78,amc concord d/l,4.787491742782046,0.0351906158357771,43.0,0.0044281524926686,False,False,True
19.2,8,305.0,145,3425,13.2,78,chevrolet monte carlo landau,4.976733742420574,0.0423357664233576,38.125,0.0038540145985401,False,False,True
17.7,6,231.0,165,3445,13.4,78,buick regal sport coupe (turbo),5.10594547390058,0.0478955007256894,38.5,0.0038896952104499,False,False,True
18.1,8,302.0,139,3205,11.2,78,ford futura,4.9344739331306915,0.0433697347893915,37.75,0.0034945397815912,False,False,True
17.5,8,318.0,140,4080,13.7,78,dodge magnum xe,4.941642422609304,0.034313725490196,39.75,0.0033578431372549,False,False,True
30.0,4,98.0,68,2155,16.5,78,chevrolet chevette,4.219507705176107,0.0315545243619489,24.5,0.0076566125290023,False,False,True
27.5,4,134.0,95,2560,14.2,78,toyota corona,4.553876891600541,0.037109375,33.5,0.005546875,False,True,False
27.2,4,119.0,97,2300,14.7,78,datsun 510,4.574710978503383,0.0421739130434782,29.75,0.006391304347826,False,True,False
30.9,4,105.0,75,2230,14.5,78,dodge omni,4.31748811353631,0.0336322869955156,26.25,0.0065022421524663,False,False,True
21.1,4,134.0,95,2515,14.8,78,toyota celica gt liftback,4.553876891600541,0.0377733598409542,33.5,0.0058846918489065,False,True,False
23.2,4,156.0,105,2745,16.7,78,plymouth sapporo,4.653960350157523,0.0382513661202185,39.0,0.0060837887067395,False,False,True
23.8,4,151.0,85,2855,17.6,78,oldsmobile starfire sx,4.442651256490317,0.0297723292469352,37.75,0.0061646234676007,False,False,True
23.9,4,119.0,97,2405,14.9,78,datsun 200-sx,4.574710978503383,0.0403326403326403,29.75,0.0061954261954261,False,True,False
20.3,5,131.0,103,2830,15.9,78,audi 5000,4.634728988229636,0.0363957597173144,26.2,0.0056183745583038,True,False,False
17.0,6,163.0,125,3140,13.6,78,volvo 264gl,4.8283137373023015,0.0398089171974522,27.166666666666668,0.0043312101910828,True,False,False
21.6,4,121.0,115,2795,15.7,78,saab 99gle,4.74493212836325,0.0411449016100178,30.25,0.0056171735241502,True,False,False
16.2,6,163.0,133,3410,15.8,78,peugeot 604sl,4.890349128221754,0.0390029325513196,27.166666666666668,0.0046334310850439,True,False,False
31.5,4,89.0,71,1990,14.9,78,volkswagen scirocco,4.2626798770413155,0.0356783919597989,22.25,0.0074874371859296,True,False,False
29.5,4,98.0,68,2135,16.6,78,honda accord lx,4.219507705176107,0.0318501170960187,24.5,0.0077751756440281,False,True,False
21.5,6,231.0,115,3245,15.4,79,pontiac lemans v6,4.74493212836325,0.0354391371340523,38.5,0.0047457627118644,False,False,True
19.8,6,200.0,85,2990,18.2,79,mercury zephyr 6,4.442651256490317,0.0284280936454849,33.333333333333336,0.0060869565217391,False,False,True
22.3,4,140.0,88,2890,17.3,79,ford fairmont 4,4.477336814478207,0.0304498269896193,35.0,0.0059861591695501,False,False,True
20.2,6,232.0,90,3265,18.2,79,amc concord dl 6,4.499809670330265,0.0275650842266462,38.666666666666664,0.0055742725880551,False,False,True
20.6,6,225.0,110,3360,16.6,79,dodge aspen 6,4.700480365792417,0.0327380952380952,37.5,0.0049404761904761,False,False,True
17.0,8,305.0,130,3840,15.4,79,chevrolet caprice classic,4.867534450455582,0.0338541666666666,38.125,0.0040104166666666,False,False,True
17.6,8,302.0,129,3725,13.4,79,ford ltd landau,4.859812404361672,0.0346308724832214,37.75,0.0035973154362416,False,False,True
16.5,8,351.0,138,3955,13.2,79,mercury grand marquis,4.927253685157205,0.0348925410872313,43.875,0.0033375474083438,False,False,True
18.2,8,318.0,135,3830,15.2,79,dodge st. regis,4.90527477843843,0.0352480417754569,39.75,0.0039686684073107,False,False,True
16.9,8,350.0,155,4360,14.9,79,buick estate wagon (sw),5.043425116919247,0.0355504587155963,43.75,0.0034174311926605,False,False,True
15.5,8,351.0,142,4054,14.3,79,ford country squire (sw),4.955827057601261,0.0350271336951159,43.875,0.0035273803650715,False,False,True
19.2,8,267.0,125,3605,15.0,79,chevrolet malibu classic (sw),4.8283137373023015,0.0346740638002773,33.375,0.0041608876560332,False,False,True
18.5,8,360.0,150,3940,13.0,79,chrysler lebaron town @ country (sw),5.0106352940962555,0.0380710659898477,45.0,0.0032994923857868,False,False,True
31.9,4,89.0,71,1925,14.0,79,vw rabbit custom,4.2626798770413155,0.0368831168831168,22.25,0.0072727272727272,True,False,False
34.1,4,86.0,65,1975,15.2,79,maxda glc deluxe,4.174387269895637,0.0329113924050632,21.5,0.0076962025316455,False,True,False
35.7,4,98.0,80,1915,14.4,79,dodge colt hatchback custom,4.382026634673881,0.04177545691906,24.5,0.0075195822454308,False,False,True
27.4,4,121.0,80,2670,15.0,79,amc spirit dl,4.382026634673881,0.0299625468164794,30.25,0.0056179775280898,False,False,True
25.4,5,183.0,77,3530,20.1,79,mercedes benz 300d,4.343805421853684,0.021813031161473,36.6,0.0056940509915014,True,False,False
23.0,8,350.0,125,3900,17.4,79,cadillac eldorado,4.8283137373023015,0.032051282051282,43.75,0.0044615384615384,False,False,True
34.2,4,105.0,70,2200,13.2,79,plymouth horizon,4.248495242049359,0.0318181818181818,26.25,0.0059999999999999,False,False,True
34.5,4,105.0,70,2150,14.9,79,plymouth horizon tc3,4.248495242049359,0.0325581395348837,26.25,0.0069302325581395,False,False,True
31.8,4,85.0,65,2020,19.2,79,datsun 210,4.174387269895637,0.0321782178217821,21.25,0.0095049504950495,False,True,False
37.3,4,91.0,69,2130,14.7,79,fiat strada custom,4.23410650459726,0.0323943661971831,22.75,0.0069014084507042,True,False,False
28.4,4,151.0,90,2670,16.0,79,buick skylark limited,4.499809670330265,0.0337078651685393,37.75,0.0059925093632958,False,False,True
28.8,6,173.0,115,2595,11.3,79,chevrolet citation,4.74493212836325,0.0443159922928709,28.833333333333332,0.0043545279383429,False,False,True
26.8,6,173.0,115,2700,12.9,79,oldsmobile omega brougham,4.74493212836325,0.0425925925925925,28.833333333333332,0.0047777777777777,False,False,True
33.5,4,151.0,90,2556,13.2,79,pontiac phoenix,4.499809670330265,0.0352112676056338,37.75,0.0051643192488262,False,False,True
41.5,4,98.0,76,2144,14.7,80,vw rabbit,4.330733340286331,0.0354477611940298,24.5,0.006856343283582,True,False,False
38.1,4,89.0,60,1968,18.8,80,toyota corolla tercel,4.0943445622221,0.0304878048780487,22.25,0.0095528455284552,False,True,False
32.1,4,98.0,70,2120,15.5,80,chevrolet chevette,4.248495242049359,0.0330188679245283,24.5,0.0073113207547169,False,False,True
37.2,4,86.0,65,2019,16.4,80,datsun 310,4.174387269895637,0.0321941555225359,21.5,0.0081228330856859,False,True,False
28.0,4,151.0,90,2678,16.5,80,chevrolet citation,4.499809670330265,0.0336071695294996,37.75,0.0061613144137415,False,False,True
26.4,4,140.0,88,2870,18.1,80,ford fairmont,4.477336814478207,0.0306620209059233,35.0,0.0063066202090592,False,False,True
24.3,4,151.0,90,3003,20.1,80,amc concord,4.499809670330265,0.0299700299700299,37.75,0.0066933066933066,False,False,True
19.1,6,225.0,90,3381,18.7,80,dodge aspen,4.499809670330265,0.0266193433895297,37.5,0.00553090801538,False,False,True
34.3,4,97.0,78,2188,15.8,80,audi 4000,4.356708826689592,0.0356489945155393,24.25,0.0072212065813528,True,False,False
29.8,4,134.0,90,2711,15.5,80,toyota corona liftback,4.499809670330265,0.0331980818886019,33.5,0.0057174474363703,False,True,False
31.3,4,120.0,75,2542,17.5,80,mazda 626,4.31748811353631,0.0295043273013375,30.0,0.0068843430369787,False,True,False
37.0,4,119.0,92,2434,15.0,80,datsun 510 hatchback,4.5217885770490405,0.0377978635990139,29.75,0.0061626951520131,False,True,False
32.2,4,108.0,75,2265,15.2,80,toyota corolla,4.31748811353631,0.0331125827814569,27.0,0.0067108167770419,False,True,False
46.6,4,86.0,65,2110,17.9,80,mazda glc,4.174387269895637,0.0308056872037914,21.5,0.0084834123222748,False,True,False
27.9,4,156.0,105,2800,14.4,80,dodge colt,4.653960350157523,0.0375,39.0,0.0051428571428571,False,False,True
40.8,4,85.0,65,2110,19.2,80,datsun 210,4.174387269895637,0.0308056872037914,21.25,0.0090995260663507,False,True,False
44.3,4,90.0,48,2085,21.7,80,vw rabbit c (diesel),3.871201010907891,0.0230215827338129,22.5,0.0104076738609112,True,False,False
36.4,5,121.0,67,2950,19.9,80,audi 5000s (diesel),4.204692619390966,0.0227118644067796,24.2,0.0067457627118644,True,False,False
30.0,4,146.0,67,3250,21.8,80,mercedes-benz 240d,4.204692619390966,0.0206153846153846,36.5,0.0067076923076923,True,False,False
44.6,4,91.0,67,1850,13.8,80,honda civic 1500 gl,4.204692619390966,0.0362162162162162,22.75,0.0074594594594594,False,True,False
33.8,4,97.0,67,2145,18.0,80,subaru dl,4.204692619390966,0.0312354312354312,24.25,0.0083916083916083,False,True,False
29.8,4,89.0,62,1845,15.3,80,vokswagen rabbit,4.127134385045092,0.0336043360433604,22.25,0.0082926829268292,True,False,False
32.7,6,168.0,132,2910,11.4,80,datsun 280-zx,4.882801922586371,0.045360824742268,28.0,0.0039175257731958,False,True,False
35.0,4,122.0,88,2500,15.1,80,triumph tr7 coupe,4.477336814478207,0.0352,30.5,0.00604,True,False,False
32.4,4,107.0,72,2290,17.0,80,honda accord,4.276666119016055,0.0314410480349345,26.75,0.0074235807860262,False,True,False
27.2,4,135.0,84,2490,15.7,81,plymouth reliant,4.430816798843313,0.0337349397590361,33.75,0.0063052208835341,False,False,True
26.6,4,151.0,84,2635,16.4,81,buick skylark,4.430816798843313,0.0318785578747628,37.75,0.006223908918406,False,False,True
25.8,4,156.0,92,2620,14.4,81,dodge aries wagon (sw),4.5217885770490405,0.0351145038167938,39.0,0.0054961832061068,False,False,True
23.5,6,173.0,110,2725,12.6,81,chevrolet citation,4.700480365792417,0.0403669724770642,28.833333333333332,0.0046238532110091,False,False,True
30.0,4,135.0,84,2385,12.9,81,plymouth reliant,4.430816798843313,0.0352201257861635,33.75,0.0054088050314465,False,False,True
39.1,4,79.0,58,1755,16.9,81,toyota starlet,4.060443010546419,0.033048433048433,19.75,0.0096296296296296,False,True,False
39.0,4,86.0,64,1875,16.4,81,plymouth champ,4.1588830833596715,0.0341333333333333,21.5,0.0087466666666666,False,False,True
35.1,4,81.0,60,1760,16.1,81,honda civic 1300,4.0943445622221,0.034090909090909,20.25,0.0091477272727272,False,True,False
32.3,4,97.0,67,2065,17.8,81,subaru,4.204692619390966,0.0324455205811138,24.25,0.0086198547215496,False,True,False
37.0,4,85.0,65,1975,19.4,81,datsun 210 mpg,4.174387269895637,0.0329113924050632,21.25,0.0098227848101265,False,True,False
37.7,4,89.0,62,2050,17.3,81,toyota tercel,4.127134385045092,0.0302439024390243,22.25,0.0084390243902439,False,True,False
34.1,4,91.0,68,1985,16.0,81,mazda glc 4,4.219507705176107,0.034256926952141,22.75,0.0080604534005037,False,True,False
34.7,4,105.0,63,2215,14.9,81,plymouth horizon 4,4.143134726391533,0.0284424379232505,26.25,0.006726862302483,False,False,True
34.4,4,98.0,65,2045,16.2,81,ford escort 4w,4.174387269895637,0.0317848410757946,24.5,0.007921760391198,False,False,True
29.9,4,98.0,65,2380,20.7,81,ford escort 2h,4.174387269895637,0.0273109243697479,24.5,0.0086974789915966,False,False,True
33.0,4,105.0,74,2190,14.2,81,volkswagen jetta,4.30406509320417,0.0337899543378995,26.25,0.0064840182648401,True,False,False
33.7,4,107.0,75,2210,14.4,81,honda prelude,4.31748811353631,0.0339366515837104,26.75,0.0065158371040723,False,True,False
32.4,4,108.0,75,2350,16.8,81,toyota corolla,4.31748811353631,0.0319148936170212,27.0,0.0071489361702127,False,True,False
32.9,4,119.0,100,2615,14.8,81,datsun 200sx,4.605170185988092,0.0382409177820267,29.75,0.0056596558317399,False,True,False
31.6,4,120.0,74,2635,18.3,81,mazda 626,4.30406509320417,0.0280834914611005,30.0,0.0069449715370018,False,True,False
28.1,4,141.0,80,3230,20.4,81,peugeot 505s turbo diesel,4.382026634673881,0.0247678018575851,35.25,0.0063157894736842,True,False,False
30.7,6,145.0,76,3160,19.6,81,volvo diesel,4.330733340286331,0.0240506329113924,24.166666666666668,0.0062025316455696,True,False,False
25.4,6,168.0,116,2900,12.6,81,toyota cressida,4.7535901911063645,0.04,28.0,0.0043448275862068,False,True,False
24.2,6,146.0,120,2930,13.8,81,datsun 810 maxima,4.787491742782046,0.0409556313993174,24.333333333333332,0.0047098976109215,False,True,False
22.4,6,231.0,110,3415,15.8,81,buick century,4.700480365792417,0.0322108345534407,38.5,0.0046266471449487,False,False,True
26.6,8,350.0,105,3725,19.0,81,oldsmobile cutlass ls,4.653960350157523,0.0281879194630872,43.75,0.0051006711409395,False,False,True
20.2,6,200.0,88,3060,17.1,81,ford granada gl,4.477336814478207,0.0287581699346405,33.333333333333336,0.0055882352941176,False,False,True
17.6,6,225.0,85,3465,16.6,81,chrysler lebaron salon,4.442651256490317,0.0245310245310245,37.5,0.0047907647907647,False,False,True
28.0,4,112.0,88,2605,19.6,82,chevrolet cavalier,4.477336814478207,0.0337811900191938,28.0,0.0075239923224568,False,False,True
27.0,4,112.0,88,2640,18.6,82,chevrolet cavalier wagon,4.477336814478207,0.0333333333333333,28.0,0.0070454545454545,False,False,True
34.0,4,112.0,88,2395,18.0,82,chevrolet cavalier 2-door,4.477336814478207,0.0367432150313152,28.0,0.0075156576200417,False,False,True
31.0,4,112.0,85,2575,16.2,82,pontiac j2000 se hatchback,4.442651256490317,0.033009708737864,28.0,0.0062912621359223,False,False,True
29.0,4,135.0,84,2525,16.0,82,dodge aries se,4.430816798843313,0.0332673267326732,33.75,0.0063366336633663,False,False,True
27.0,4,151.0,90,2735,18.0,82,pontiac phoenix,4.499809670330265,0.0329067641681901,37.75,0.006581352833638,False,False,True
24.0,4,140.0,92,2865,16.4,82,ford fairmont futura,4.5217885770490405,0.0321116928446771,35.0,0.0057242582897033,False,False,True
36.0,4,105.0,74,1980,15.3,82,volkswagen rabbit l,4.30406509320417,0.0373737373737373,26.25,0.0077272727272727,True,False,False
37.0,4,91.0,68,2025,18.2,82,mazda glc custom l,4.219507705176107,0.0335802469135802,22.75,0.0089876543209876,False,True,False
31.0,4,91.0,68,1970,17.6,82,mazda glc custom,4.219507705176107,0.0345177664974619,22.75,0.0089340101522842,False,True,False
38.0,4,105.0,63,2125,14.7,82,plymouth horizon miser,4.143134726391533,0.0296470588235294,26.25,0.0069176470588235,False,False,True
36.0,4,98.0,70,2125,17.3,82,mercury lynx l,4.248495242049359,0.0329411764705882,24.5,0.0081411764705882,False,False,True
36.0,4,120.0,88,2160,14.5,82,nissan stanza xe,4.477336814478207,0.0407407407407407,30.0,0.0067129629629629,False,True,False
36.0,4,107.0,75,2205,14.5,82,honda accord,4.31748811353631,0.0340136054421768,26.75,0.0065759637188208,False,True,False
34.0,4,108.0,70,2245,16.9,82,toyota corolla,4.248495242049359,0.0311804008908685,27.0,0.0075278396436525,False,True,False
38.0,4,91.0,67,1965,15.0,82,honda civic,4.204692619390966,0.0340966921119592,22.75,0.0076335877862595,False,True,False
32.0,4,91.0,67,1965,15.7,82,honda civic (auto),4.204692619390966,0.0340966921119592,22.75,0.0079898218829516,False,True,False
38.0,4,91.0,67,1995,16.2,82,datsun 310 gx,4.204692619390966,0.0335839598997493,22.75,0.0081203007518797,False,True,False
25.0,6,181.0,110,2945,16.4,82,buick century limited,4.700480365792417,0.0373514431239388,30.166666666666668,0.0055687606112054,False,False,True
38.0,6,262.0,85,3015,17.0,82,oldsmobile cutlass ciera (diesel),4.442651256490317,0.0281923714759535,43.666666666666664,0.0056384742951907,False,False,True
26.0,4,156.0,92,2585,14.5,82,chrysler lebaron medallion,4.5217885770490405,0.0355899419729206,39.0,0.0056092843326885,False,False,True
22.0,6,232.0,112,2835,14.7,82,ford granada l,4.718498871295094,0.0395061728395061,38.666666666666664,0.0051851851851851,False,False,True
32.0,4,144.0,96,2665,13.9,82,toyota celica gt,4.564348191467836,0.0360225140712945,36.0,0.0052157598499061,False,True,False
36.0,4,135.0,84,2370,13.0,82,dodge charger 2.2,4.430816798843313,0.0354430379746835,33.75,0.0054852320675105,False,False,True
27.0,4,151.0,90,2950,17.3,82,chevrolet camaro,4.499809670330265,0.0305084745762711,37.75,0.005864406779661,False,False,True
27.0,4,140.0,86,2790,15.6,82,ford mustang gl,4.454347296253507,0.0308243727598566,35.0,0.0055913978494623,False,False,True
32.0,4,135.0,84,2295,11.6,82,dodge rampage,4.430816798843313,0.0366013071895424,33.75,0.0050544662309368,False,False,True
28.0,4,120.0,79,2625,18.6,82,ford ranger,4.3694478524670215,0.030095238095238,30.0,0.0070857142857142,False,False,True
31.0,4,119.0,82,2720,19.4,82,chevy s-10,4.406719247264253,0.0301470588235294,29.75,0.0071323529411764,False,False,True
